AR,Level,time,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
11695,C,2.01303E+11,600.508911,2.37E+23,1.26E+13,124.593567,5.8E+11,8.62E+21,459.557556,13156.4717,2.90762997,51.6961632
11695,C,2.01303E+11,611.275879,2.35E+23,1.28E+13,125.659943,5.7E+11,8.68E+21,458.563293,13247.8525,3.17218971,51.0998077
11695,C,2.01303E+11,603.360901,2.36E+23,1.27E+13,140.35759,1.05E+12,8.70E+21,452.324219,13353.6172,3.09900761,50.9855576
11695,C,2.01303E+11,607.516968,2.32E+23,1.24E+13,138.159851,1.64E+12,8.64E+21,448.360748,13692.334,3.16750646,50.0235252
11695,C,2.01303E+11,615.31134,2.34E+23,1.28E+13,122.962769,5.58E+11,8.68E+21,446.473358,13456.4102,3.27381992,50.2178078
11695,C,2.01303E+11,616.315247,2.37E+23,1.33E+13,109.781403,8.36E+11,8.96E+21,446.493866,12754.3096,3.06290317,48.5716324
11695,C,2.01303E+11,595.461365,2.37E+23,1.27E+13,94.9171753,1.05E+12,8.92E+21,442.867554,12684.4238,2.9394536,49.0989075
11695,C,2.01303E+11,583.210205,2.35E+23,1.21E+13,92.9591827,6.43E+11,8.75E+21,443.11084,13184.29,2.96896172,48.2045517
11695,C,2.01303E+11,587.587646,2.40E+23,1.25E+13,94.7043457,1.23E+12,8.82E+21,443.346069,13287.4199,2.30366492,49.4233475
11695,C,2.01303E+11,579.518799,2.40E+23,1.24E+13,102.870972,1.1E+12,8.75E+21,436.918701,13539.2676,2.57979727,50.1760178
11695,C,2.01303E+11,586.465942,2.35E+23,1.25E+13,105.746208,1.01E+12,8.67E+21,435.437653,13636.3779,2.50826526,49.5908585
11695,C,2.01303E+11,579.539795,2.31E+23,1.21E+13,100.618469,8.89E+11,8.63E+21,429.211151,13541.6982,2.67549443,48.4501572
11695,C,2.01303E+11,578.895691,2.32E+23,1.24E+13,99.739769,3.64E+11,8.68E+21,428.266144,13105.5439,2.31580186,48.5735703
11695,C,2.01303E+11,557.035645,2.31E+23,1.22E+13,100.364655,1.57E+12,8.68E+21,424.854767,12760.9795,2.63172913,48.903717
11695,C,2.01303E+11,535.839539,2.27E+23,1.16E+13,94.5014343,7.29E+11,8.63E+21,423.342255,12530.9473,2.57160497,48.992157
11695,C,2.01303E+11,551.654297,2.26E+23,1.21E+13,97.5453186,1.45E+12,8.74E+21,430.700287,12190.6221,2.07936502,48.631218
11695,C,2.01303E+11,543.727661,2.27E+23,1.19E+13,91.2902374,1.49E+12,8.71E+21,435.052216,12291.5625,2.80901837,48.5175591
11695,C,2.01303E+11,553.255676,2.25E+23,1.18E+13,99.2066879,1.12E+12,8.80E+21,434.193939,12313.6982,2.99139619,46.5385475
11695,C,2.01303E+11,556.857544,2.25E+23,1.17E+13,104.485069,1.38E+12,8.79E+21,438.669495,12448.9102,2.82152605,46.4217491
11695,C,2.01303E+11,579.491089,2.24E+23,1.22E+13,93.8724213,1.29E+12,8.88E+21,432.509674,12203.3965,1.88132811,46.634407
11695,C,2.01303E+11,573.738403,2.24E+23,1.21E+13,104.52755,1.55E+12,8.82E+21,429.892883,12623.8418,1.84522712,46.4197502
11695,C,2.01303E+11,596.920105,2.27E+23,1.25E+13,111.297882,1.63E+12,8.88E+21,426.667664,12963.3574,2.96491623,46.3677826
11695,C,2.01303E+11,590.743225,2.27E+23,1.24E+13,111.01738,1.04E+12,8.89E+21,428.964996,12984.666,2.40746641,45.6467171
11695,C,2.01303E+11,582.549133,2.30E+23,1.25E+13,113.877708,1.46E+12,9.01E+21,424.118866,12890.4268,2.12830544,46.1624222
11695,C,2.01303E+11,588.103943,2.30E+23,1.26E+13,97.1574631,21270077400,9.07E+21,430.059113,12638.6748,3.24779797,46.3567467
11695,C,2.01303E+11,725.891846,2.36E+23,2.21E+13,66.478508,2.63E+12,1.02E+22,430.69574,8498.88574,3.51796293,50.3081856
11695,C,2.01303E+11,574.278687,2.21E+23,1.19E+13,86.6358871,1.29E+12,8.80E+21,428.081696,13089.7061,3.73024082,46.2641869
11695,C,2.01303E+11,571.160583,2.20E+23,1.18E+13,87.4056168,4.97E+11,8.81E+21,429.049347,12698.293,3.57585239,46.2554741
11695,C,2.01303E+11,565.855286,2.17E+23,1.2E+13,87.2776489,4.94E+11,8.66E+21,424.661102,12440.3633,3.65955901,46.5663948
11695,C,2.01303E+11,549.999084,2.16E+23,1.18E+13,87.3827896,8.07E+11,8.66E+21,419.087433,12078.3506,3.69200087,45.9867592
11695,C,2.01303E+11,557.318054,2.15E+23,1.18E+13,79.9903641,5.63E+11,8.69E+21,423.962219,11996.5098,3.59064865,45.2388
11695,C,2.01303E+11,560.051819,2.14E+23,1.19E+13,76.6302795,5.8E+11,8.72E+21,427.344086,11841.084,3.64788222,44.5393639
11695,C,2.01303E+11,547.944458,2.12E+23,1.19E+13,75.4421463,1.34E+12,8.72E+21,417.351196,11564.4062,3.75572705,44.3629761
11695,C,2.01303E+11,556.720215,2.13E+23,1.21E+13,66.050354,1.54E+12,8.87E+21,422.41684,11416.1123,3.69546652,43.3892517
11711,C,2.01304E+11,1485.316,7.53E+23,3.51899E+13,238.837,5.83989E+12,2.35E+22,1569.626465,14726.2,3.664,49.05
11711,C,2.01304E+11,1510.74,7.50E+23,3.58684E+13,252.918,6.61998E+12,2.37E+22,1573.638184,14535.59,3.566,48.909
11711,C,2.01304E+11,1483.849,7.47E+23,3.53188E+13,220.153,6.86856E+12,2.36E+22,1579.049805,14518.63,3.834,49.224
11711,C,2.01304E+11,1482.289,7.45E+23,3.4825E+13,224.555,6.8554E+12,2.36E+22,1574.221191,14486.99,3.641,49.158
11711,C,2.01304E+11,1430.208,7.39E+23,3.3406E+13,209.821,5.85016E+12,2.33E+22,1582.890625,14607.44,3.823,50.076
11711,C,2.01304E+11,1401.598,7.37E+23,3.25142E+13,235.692,5.46492E+12,2.28E+22,1581.51355,15007.29,3.711,51.583
11711,C,2.01304E+11,1397.804,7.39E+23,3.23559E+13,227.712,5.96712E+12,2.25E+22,1590.492188,15382.79,3.621,52.498
11711,C,2.01304E+11,1432.07,7.44E+23,3.32156E+13,244.417,3.46451E+12,2.26E+22,1604.878418,15609.71,3.665,52.766
11711,C,2.01304E+11,1488.401,7.59E+23,3.38932E+13,257.087,3.5441E+12,2.26E+22,1622.30835,16194.65,3.851,52.33
11711,C,2.01304E+11,1522.445,7.64E+23,3.38416E+13,265.6,2.77249E+12,2.25E+22,1624.04187,16748.32,3.906,51.749
11711,C,2.01304E+11,1565.775,7.58E+23,3.51926E+13,252.646,4.37899E+12,2.31E+22,1625.703491,16026.61,3.895,50.232
11711,C,2.01304E+11,1546.821,7.50E+23,3.56514E+13,245.078,6.66129E+12,2.38E+22,1633.288818,14764.62,3.945,49.334
11711,C,2.01304E+11,1482.687,7.45E+23,3.32633E+13,234.669,5.92086E+12,2.35E+22,1625.275391,14885.62,4.048,49.775
11711,C,2.01304E+11,1460.023,7.45E+23,3.29113E+13,250.698,5.7094E+12,2.33E+22,1602.543213,15177.25,3.836,50.832
11711,C,2.01304E+11,1464.481,7.56E+23,3.34677E+13,252.224,4.66746E+12,2.32E+22,1593.025391,15497.85,3.844,51.506
11711,C,2.01304E+11,1482.782,7.57E+23,3.35642E+13,261.035,3.29133E+12,2.32E+22,1582.839355,15709.51,3.619,51.564
11711,C,2.01304E+11,1478.535,7.64E+23,3.34101E+13,298.961,4.47125E+12,2.26E+22,1590.375488,16381.22,3.825,52.662
11711,C,2.01304E+11,1510.983,7.55E+23,3.40412E+13,310.639,5.47031E+12,2.29E+22,1569.62207,16140.28,3.964,50.727
11711,C,2.01304E+11,1505.016,7.50E+23,3.37584E+13,288.026,4.88067E+12,2.28E+22,1560.077515,16167.4,3.827,51.083
11711,C,2.01304E+11,1477.504,7.44E+23,3.35048E+13,278.419,5.02518E+12,2.26E+22,1558.2948,16030.26,3.735,51.285
11711,C,2.01304E+11,1487.028,7.39E+23,3.3639E+13,260.767,5.19178E+12,2.26E+22,1549.779175,15863.67,3.869,51.421
11711,C,2.01304E+11,1484.362,7.35E+23,3.34659E+13,231.897,6.59487E+12,2.25E+22,1557.609741,15809.48,3.811,50.946
11711,C,2.01304E+11,1479.807,7.38E+23,3.34701E+13,259.945,5.8001E+12,2.25E+22,1559.645874,16005.46,3.873,50.99
11711,C,2.01304E+11,1491.218,7.35E+23,3.40454E+13,277.542,4.58748E+12,2.25E+22,1563.265137,15911.59,3.804,50.769
11711,C,2.01304E+11,1470.58,7.34E+23,3.31237E+13,276.917,4.32411E+12,2.23E+22,1571.275024,16125.19,3.823,51.573
11711,C,2.01304E+11,1436.784,7.35E+23,3.31776E+13,276.387,3.25225E+12,2.21E+22,1565.101074,16087.03,3.655,52.427
11711,C,2.01304E+11,1453.007,7.33E+23,3.32973E+13,264.179,1.72257E+12,2.25E+22,1570.304565,15670.53,3.778,52.103
11711,C,2.01304E+11,1433.839,7.26E+23,3.2957E+13,249.783,4.07779E+12,2.26E+22,1577.845093,15347.97,3.837,51.851
11711,C,2.01304E+11,1399.663,7.15E+23,3.18475E+13,238.136,5.40307E+12,2.26E+22,1578.131714,14965.01,3.617,52.059
11711,C,2.01304E+11,1387.652,7.05E+23,3.10451E+13,216.624,6.11296E+12,2.24E+22,1578.530151,14927.11,3.823,51.352
11711,C,2.01304E+11,1432.262,7.07E+23,3.27582E+13,208.349,6.76478E+12,2.28E+22,1591.009399,14482.26,3.815,50.695
11711,C,2.01304E+11,1447.042,7.03E+23,3.20708E+13,235.284,5.81478E+12,2.23E+22,1584.351929,15322.97,3.805,50.344
11711,C,2.01304E+11,1372.613,6.97E+23,3.00097E+13,251.343,6.61728E+12,2.15E+22,1593.217651,16310.03,3.747,51.11
11711,C,2.01304E+11,1366.804,7.02E+23,3.05554E+13,271.54,3.60075E+12,2.14E+22,1582.78125,16111.53,3.802,52.789
11711,C,2.01304E+11,1328.049,6.98E+23,3.04116E+13,248.172,3.91076E+12,2.13E+22,1576.876953,15766.83,3.596,53.897
11711,C,2.01304E+11,1286.342,6.88E+23,2.9922E+13,219.541,4.17872E+12,2.11E+22,1567.228882,15485.03,3.395,53.614
11711,C,2.01304E+11,1272.904,6.82E+23,2.88346E+13,210.589,5.48502E+12,2.09E+22,1568.508667,15504.61,3.679,53.697
11711,C,2.01304E+11,1266.96,6.82E+23,2.9064E+13,195.015,4.83061E+12,2.08E+22,1571.124878,15396.02,3.55,52.627
11711,C,2.01304E+11,1276.602,6.77E+23,2.94434E+13,190.964,5.81521E+12,2.11E+22,1557.908691,15049.45,3.527,51.455
11711,C,2.01304E+11,1297.785,6.77E+23,3.03294E+13,202.166,7.4403E+12,2.15E+22,1552.078491,14709.9,3.347,50.838
11718,M,2.01304E+11,1921.83337,4.66E+23,3.72E+13,90.2423248,2.57E+12,2.49E+22,953.817383,9844.71875,4.49108553,40.1533241
11718,M,2.01304E+11,1929.89111,4.63E+23,3.67E+13,102.882622,2.86E+12,2.50E+22,953.281677,9953.99902,4.50411367,39.2384109
11718,M,2.01304E+11,1966.03918,4.62E+23,3.76E+13,82.6425629,3.71E+12,2.52E+22,945.408508,9740.65723,4.53630209,38.729538
11718,M,2.01304E+11,1943.41028,4.59E+23,3.8E+13,69.2715836,3.35E+12,2.56E+22,938.148743,9296.7002,4.53998089,38.7641525
11718,M,2.01304E+11,1879.21875,4.63E+23,3.71E+13,81.5283356,3.43E+12,2.56E+22,931.483276,9246.84277,4.41995192,38.5076866
11718,M,2.01304E+11,1860.05981,4.62E+23,3.65E+13,82.2453842,3.4E+12,2.56E+22,923.069946,9201.75879,4.4735384,38.0562859
11718,M,2.01304E+11,1851.92395,4.65E+23,3.61E+13,64.7421112,2.5E+12,2.58E+22,917.085938,9125.44531,4.39664555,38.487793
11718,M,2.01304E+11,1820.28455,4.66E+23,3.58E+13,46.4705048,3.44E+12,2.60E+22,921.53009,9018.61719,4.41410875,38.1189919
11718,M,2.01304E+11,1790.10327,4.74E+23,3.54E+13,23.7029686,2.72E+12,2.59E+22,919.432068,9206.3457,4.40118933,37.9967995
11718,M,2.01304E+11,1798.17224,4.72E+23,3.53E+13,23.1914845,3.18E+12,2.60E+22,927.130737,9179.57129,4.42831135,37.7418938
11718,M,2.01304E+11,1818.34546,4.75E+23,3.57E+13,27.3475361,2.56E+12,2.62E+22,922.920349,9188.56543,4.46567535,37.8669472
11718,M,2.01304E+11,1887.45251,4.75E+23,3.68E+13,21.7023106,3.15E+12,2.64E+22,932.719055,9084.23047,4.52385235,38.0951157
11718,M,2.01304E+11,1881.16577,4.80E+23,3.68E+13,14.7006006,2.66E+12,2.64E+22,939.886658,9261.81348,4.49160576,38.7025642
11718,M,2.01304E+11,1909.86597,4.76E+23,3.72E+13,11.243804,1.81E+12,2.63E+22,942.156799,9457.05859,4.49278069,38.41325
11718,M,2.01304E+11,1927.07507,4.75E+23,3.76E+13,40.1630058,2.36E+12,2.62E+22,938.010681,9585.7666,4.54832697,38.5531845
11718,M,2.01304E+11,1900.46179,4.76E+23,3.68E+13,43.5237999,2.19E+12,2.62E+22,943.522583,9692.65527,4.50712633,38.0907364
11718,M,2.01304E+11,1900.25061,4.79E+23,3.68E+13,54.0592651,3.39E+12,2.63E+22,951.991943,9591.15332,4.48684931,37.477066
11718,M,2.01304E+11,1898.49866,4.73E+23,3.68E+13,16.5674553,3.22E+12,2.67E+22,961.27417,9155.90137,4.58685112,37.0337029
11718,M,2.01304E+11,1914.23718,4.71E+23,3.69E+13,18.7470379,3.23E+12,2.69E+22,974.312378,8990.34863,4.54093361,36.4672165
11718,M,2.01304E+11,1905.94617,4.77E+23,3.71E+13,40.8145294,3.42E+12,2.69E+22,976.988708,9079.00977,4.61208057,36.3510094
11718,M,2.01304E+11,1973.2915,4.74E+23,3.8E+13,52.3217659,2.02E+12,2.70E+22,997.009827,9133.09961,4.60398626,36.3068924
11718,M,2.01304E+11,1967.79956,4.69E+23,3.73E+13,52.8123131,1.14E+12,2.65E+22,999.335083,9388.59668,4.63610268,36.3873367
11718,M,2.01304E+11,1947.71716,4.64E+23,3.71E+13,29.6826973,3E+12,2.62E+22,1007.00049,9462.73535,4.61638021,36.4183502
11718,M,2.01304E+11,1932.72095,4.60E+23,3.68E+13,36.5412636,1.91E+12,2.61E+22,1018.39508,9437.78418,4.62768602,35.8656235
11718,M,2.01304E+11,1926.67456,4.59E+23,3.66E+13,29.642149,1.75E+12,2.60E+22,1013.38318,9346.50098,4.65243006,36.116375
11718,M,2.01304E+11,1907.85059,4.52E+23,3.64E+13,14.1146631,2.05E+12,2.62E+22,1015.10626,9116.62402,4.67260647,34.481926
11718,M,2.01304E+11,1886.82593,4.45E+23,3.61E+13,3.92102075,2.16E+12,2.63E+22,1012.7182,8941.21484,4.61853409,33.6922913
11718,M,2.01304E+11,1904.95337,4.43E+23,3.67E+13,17.6501255,2.52E+12,2.66E+22,1009.76324,8715.56543,4.62289143,32.6398315
11718,M,2.01304E+11,1860.07288,4.37E+23,3.57E+13,8.94590569,1E+12,2.66E+22,997.990051,8601.07422,4.59852171,32.8160095
11718,M,2.01304E+11,1837.20825,4.36E+23,3.56E+13,3.17541313,1.04E+12,2.65E+22,1001.151,8610.06152,4.64814806,32.4262619
11718,M,2.01304E+11,1849.91064,4.32E+23,3.6E+13,7.79145432,3.26E+12,2.65E+22,1001.13275,8662.24316,4.59415865,31.7415066
11718,M,2.01304E+11,1865.047,4.28E+23,3.62E+13,2.0946455,2.21E+12,2.64E+22,1004.75024,8631.4043,4.64986086,32.2445793
11718,M,2.01304E+11,1878.91467,4.24E+23,3.61E+13,5.91203785,2.49E+12,2.66E+22,1003.1059,8582.59277,4.62965012,32.0026855
11718,M,2.01304E+11,1887.33203,4.23E+23,3.61E+13,1.45177567,2.68E+12,2.69E+22,1015.42432,8510.51074,4.63180828,31.7296124
11718,M,2.01304E+11,1860.17603,4.25E+23,3.67E+13,28.8746185,1.18E+12,2.73E+22,1007.75238,8286.90234,4.61174393,31.3457603
11718,M,2.01304E+11,1882.83423,4.15E+23,3.67E+13,3.24662089,1.44E+12,2.81E+22,994.061584,7738.88428,4.54040337,29.7259121
11718,M,2.01304E+11,1876.18384,4.16E+23,3.74E+13,25.8206158,4.11E+12,2.82E+22,973.553345,7547.08643,4.53948069,29.4119053
11718,M,2.01304E+11,1835.55701,3.99E+23,3.57E+13,45.2049103,8.57E+11,2.83E+22,962.7453,7342.69141,4.51273537,27.865284
11718,M,2.01304E+11,1851.39258,3.92E+23,3.61E+13,47.1161003,9.6E+11,2.82E+22,962.298706,7307.23486,4.53114462,27.7380219
11718,M,2.01304E+11,1854.96948,3.84E+23,3.56E+13,45.8125305,4.52E+11,2.80E+22,954.528259,7417.06543,4.45385838,27.5028229
11726,M,2.01304E+11,3041.77002,6.64E+23,5.59E+13,753.243591,2.32E+13,2.44E+22,1029.15186,12776.2197,4.93467236,49.2213669
11726,M,2.01304E+11,3115.46655,6.70E+23,5.7E+13,768.307312,2.66E+13,2.46E+22,1037.06189,12748.9951,4.96805286,49.0244675
11726,M,2.01304E+11,3215.57397,6.84E+23,5.74E+13,823.981995,2.34E+13,2.48E+22,1035.81689,12913.6973,4.95091772,49.6241722
11726,M,2.01304E+11,3268.87769,6.92E+23,5.79E+13,871.578552,2.53E+13,2.49E+22,1038.7312,12950.2061,4.9393611,49.8682976
11726,M,2.01304E+11,3377.5791,7.00E+23,5.88E+13,942.145325,2.76E+13,2.52E+22,1042.13635,13102.6328,4.98222256,50.3901978
11726,M,2.01304E+11,3390.99902,7.12E+23,5.85E+13,940.512024,2.85E+13,2.56E+22,1051.19214,13274.7236,4.97786617,50.1460915
11726,M,2.01304E+11,3382.2583,7.34E+23,5.85E+13,979.607666,2.94E+13,2.57E+22,1057.33459,13813.8047,5.00492859,50.9195404
11726,M,2.01304E+11,3459.27295,7.37E+23,5.89E+13,956.979797,2.6E+13,2.61E+22,1073.48132,13870.7588,4.95955849,50.3562584
11726,M,2.01304E+11,3584.00903,7.53E+23,5.94E+13,1008.57892,2.71E+13,2.64E+22,1080.47107,14254.0527,4.97207832,50.4765015
11726,M,2.01304E+11,3608.73901,7.66E+23,6.1E+13,953.408447,2.18E+13,2.67E+22,1090.43652,14445.0186,4.99778795,50.5110512
11726,M,2.01304E+11,3711.68726,7.70E+23,6.17E+13,1050.25574,2.66E+13,2.70E+22,1103.1261,14490.7803,4.96243763,49.8437233
11726,M,2.01304E+11,3602.26807,7.75E+23,6.14E+13,1009.34753,2.69E+13,2.75E+22,1099.52893,14050.1514,4.97573566,50.6599846
11726,M,2.01304E+11,3581.26514,7.86E+23,6.27E+13,965.407227,2.5E+13,2.79E+22,1108.56458,13783.3457,4.98120546,50.0069847
11726,M,2.01304E+11,3452.52344,7.83E+23,5.97E+13,948.324158,2.19E+13,2.77E+22,1102.94702,13849.4639,5.01883745,49.8826218
11726,M,2.01304E+11,3280.06055,7.90E+23,5.7E+13,930.867615,2.72E+13,2.75E+22,1098.51074,14162.9434,4.99658108,50.1476517
11726,M,2.01304E+11,3309.69775,7.96E+23,5.65E+13,911.538879,2.64E+13,2.77E+22,1091.81335,14491.1348,4.98433781,49.7399673
11726,M,2.01304E+11,3348.23828,8.14E+23,5.76E+13,920.389893,2.73E+13,2.78E+22,1091.18335,14929.875,4.9831748,50.2510376
11726,M,2.01304E+11,3451.81421,8.17E+23,5.83E+13,933.168762,2.72E+13,2.79E+22,1079.78625,15242.3662,4.95994186,49.7806206
11726,M,2.01304E+11,3514.9458,8.33E+23,5.93E+13,982.342224,2.78E+13,2.80E+22,1078.29541,15368.7881,4.91443443,50.6110268
11726,M,2.01304E+11,3494.80688,8.31E+23,5.98E+13,984.17926,2.33E+13,2.78E+22,1067.47913,15308.4961,4.88806772,50.5151863
11726,M,2.01304E+11,3392.62988,8.30E+23,5.88E+13,994.36615,2.66E+13,2.80E+22,1070.85571,15043.4766,4.8808465,50.8934631
11726,M,2.01304E+11,3350.27173,8.32E+23,5.74E+13,1041.46838,2.96E+13,2.83E+22,1073.63916,15145.4043,4.85567999,50.1306229
11726,M,2.01304E+11,3319.20972,8.38E+23,5.71E+13,1053.18188,3.13E+13,2.85E+22,1079.90234,15060.5762,4.86348915,50.388855
11726,M,2.01304E+11,3308.48193,8.47E+23,5.69E+13,1080.35364,3.31E+13,2.86E+22,1067.54077,15236.9209,4.84032249,50.351368
11726,M,2.01304E+11,3262.71948,8.40E+23,5.66E+13,1031.84497,2.65E+13,2.87E+22,1057.57446,15186.4346,4.83882761,50.3035851
11726,M,2.01304E+11,3263.31128,8.51E+23,5.63E+13,997.834595,2.31E+13,2.87E+22,1068.78491,15337.7637,4.89410877,50.6783791
11726,M,2.01304E+11,3316.13428,8.60E+23,5.8E+13,995.053162,2.3E+13,2.90E+22,1073.18811,15437.5859,4.83255148,50.6678772
11726,M,2.01304E+11,3438.61133,8.74E+23,5.87E+13,966.277649,2.2E+13,2.93E+22,1076.9718,15775.834,4.82143021,50.4660378
11726,M,2.01304E+11,3510.80518,8.87E+23,5.91E+13,1029.54517,2.47E+13,2.96E+22,1086.18164,16177.7783,4.8683095,49.7819328
11726,M,2.01304E+11,3552.09399,9.07E+23,5.93E+13,958.942749,1.92E+13,2.99E+22,1101.76624,16436.8164,4.85077906,49.8904724
11726,M,2.01304E+11,3611.6145,9.25E+23,6.04E+13,1030.82251,2.4E+13,3.02E+22,1120.49573,16538.4004,4.93356991,50.3052788
11726,M,2.01304E+11,3607.6228,9.32E+23,5.94E+13,1100.58044,2.58E+13,3.04E+22,1142.79822,16459.8691,4.9094367,49.9167366
11726,M,2.01304E+11,3620.45435,9.44E+23,5.96E+13,1133.93945,3.06E+13,3.07E+22,1145.50513,16381.8135,4.97934055,50.0829887
11726,M,2.01304E+11,3731.94019,9.62E+23,6.14E+13,1143.41418,2.91E+13,3.12E+22,1170.01318,16260.752,5.03991508,49.7834129
11726,M,2.01304E+11,3766.75757,9.63E+23,6.24E+13,1138.42212,2.83E+13,3.15E+22,1171.42273,16194.4893,5.01806498,49.9352379
11726,M,2.01304E+11,3815.74634,9.67E+23,6.13E+13,1162.24744,2.96E+13,3.15E+22,1184.15088,16705.4219,5.07279253,49.0594177
11726,M,2.01304E+11,3737.51782,9.56E+23,5.91E+13,1147.91016,2.66E+13,3.11E+22,1199.59302,17189.6602,5.03113317,48.949276
11726,M,2.01304E+11,3710.48169,9.55E+23,5.76E+13,1153.11633,2.65E+13,3.08E+22,1193.72095,17479.3203,5.00732517,49.3899155
11726,M,2.01304E+11,3631.08179,9.50E+23,5.7E+13,1109.2821,2.43E+13,3.08E+22,1220.75757,17294.8574,4.97509003,48.4975929
11726,M,2.01304E+11,3527.09033,9.50E+23,5.66E+13,1019.35406,2.26E+13,3.08E+22,1222.51318,17189.6406,4.98698711,49.7380943
11730,C,2.01304E+11,1540.82642,1.64E+23,3.05E+13,481.818451,2.78E+13,1.22E+22,746.854004,5942.29443,4.49656677,25.1203308
11730,C,2.01304E+11,1540.82642,1.64E+23,3.05E+13,481.818451,2.78E+13,1.22E+22,746.854004,5942.29443,4.49656677,25.1203308
11730,C,2.01304E+11,1540.82642,1.64E+23,3.05E+13,481.818451,2.78E+13,1.22E+22,746.854004,5942.29443,4.49656677,25.1203308
11730,C,2.01304E+11,1540.82642,1.64E+23,3.05E+13,481.818451,2.78E+13,1.22E+22,746.854004,5942.29443,4.49656677,25.1203308
11730,C,2.01304E+11,1493.74268,1.60E+23,2.83E+13,486.131104,2.69E+13,1.18E+22,735.850586,6270.56641,4.44422102,24.5603085
11730,C,2.01304E+11,1468.33069,1.61E+23,2.79E+13,469.781586,2.67E+13,1.16E+22,721.902954,6562.51807,4.49105406,24.2379875
11730,C,2.01304E+11,1455.32666,1.59E+23,2.79E+13,436.236176,2.26E+13,1.19E+22,720.885498,6292.91455,4.44758081,23.9880295
11730,C,2.01304E+11,1492.87402,1.62E+23,2.89E+13,469.744659,2.5E+13,1.21E+22,712.474182,6016.67139,4.41680908,24.99753
11730,C,2.01304E+11,1502.6051,1.62E+23,2.98E+13,457.392273,2.31E+13,1.28E+22,702.069397,5460.09277,4.44980717,24.680851
11730,C,2.01304E+11,1470.62219,1.62E+23,3.01E+13,435.691589,2E+13,1.32E+22,712.952148,5164.26855,4.45093775,24.1240349
11730,C,2.01304E+11,1494.49084,1.65E+23,3.16E+13,465.01413,2.16E+13,1.39E+22,722.103271,4771.43701,4.42630529,24.7543755
11730,C,2.01304E+11,1554.55688,1.62E+23,3.4E+13,457.326721,2.1E+13,1.46E+22,720.726318,4248.9624,4.44965363,26.1962032
11730,C,2.01304E+11,1552.96008,1.63E+23,3.36E+13,442.214203,1.83E+13,1.43E+22,716.452576,4478.22021,4.4061265,26.5021019
11730,C,2.01304E+11,1561.99512,1.59E+23,3.18E+13,468.617981,2.14E+13,1.38E+22,717.086548,4897.83887,4.43520641,25.4392414
11730,C,2.01304E+11,1547.45056,1.55E+23,2.99E+13,483.649658,2.18E+13,1.34E+22,708.989441,5199.41602,4.41805315,23.809948
11730,C,2.01304E+11,1487.67004,1.55E+23,2.9E+13,473.418121,2.13E+13,1.31E+22,706.74939,5362.771,4.36315203,23.8680859
11730,C,2.01304E+11,1534.01318,1.58E+23,2.92E+13,513.079712,2.32E+13,1.32E+22,702.131165,5340.06738,4.42165184,24.439249
11730,C,2.01304E+11,1517.47424,1.58E+23,2.95E+13,467.654968,2.03E+13,1.32E+22,692.852295,5292.08252,4.4238987,22.9202785
11730,C,2.01304E+11,1509.49683,1.59E+23,3.01E+13,448.411591,1.91E+13,1.34E+22,690.04071,5132.53711,4.42638969,23.9196396
11730,C,2.01304E+11,1501.09741,1.61E+23,3.01E+13,437.400391,1.92E+13,1.35E+22,681.159119,5096.23535,4.43981743,24.2992611
11730,C,2.01304E+11,1473.02466,1.63E+23,3.06E+13,395.592499,1.91E+13,1.35E+22,690.705383,5011.96045,4.3707881,24.5447865
11730,C,2.01304E+11,1506.88574,1.59E+23,3.05E+13,417.722931,1.95E+13,1.38E+22,690.687195,4835.42871,4.49828291,23.5631714
11730,C,2.01304E+11,1498.11133,1.54E+23,2.98E+13,413.792786,1.99E+13,1.38E+22,686.770996,4759.47656,4.4058547,23.6055889
11730,C,2.01304E+11,1472.61194,1.55E+23,2.99E+13,373.373901,1.99E+13,1.37E+22,680.572266,4894.1333,4.43073988,23.7461147
11730,C,2.01304E+11,1494.10901,1.55E+23,3.01E+13,344.32431,1.94E+13,1.40E+22,689.542297,4871.18213,4.39654541,23.9754353
11730,C,2.01304E+11,1509.63794,1.54E+23,3.02E+13,335.438171,1.82E+13,1.41E+22,692.347107,4859.60156,4.48112917,22.7293682
11730,C,2.01304E+11,1533.39514,1.53E+23,3.05E+13,334.865631,1.91E+13,1.45E+22,695.063843,4769.39941,4.45798969,22.1036968
11730,C,2.01304E+11,1600.43225,1.61E+23,3.28E+13,325.967712,1.94E+13,1.51E+22,706.778687,4550.50049,4.39066553,23.4249153
11730,C,2.01304E+11,1635.77466,1.70E+23,3.69E+13,341.994629,1.69E+13,1.63E+22,709.991821,4032.75317,4.39480877,25.2093143
11730,C,2.01304E+11,1646.78162,1.76E+23,3.73E+13,343.695221,1.57E+13,1.63E+22,720.225647,4076.45752,4.38941431,26.5541935
11730,C,2.01304E+11,1523.4613,1.64E+23,2.78E+13,353.026123,1.78E+13,1.38E+22,711.313538,5689.29199,4.33461666,22.8965073
11730,C,2.01304E+11,1500.38599,1.63E+23,2.68E+13,295.410248,1.6E+13,1.32E+22,694.720703,6173.94141,4.4240489,22.3786068
11730,C,2.01304E+11,1504.74719,1.59E+23,2.66E+13,443.017517,2.13E+13,1.31E+22,677.430664,6027.98389,4.33556318,23.1037102
